dataset,profile_id,day,season,algorithm,run,cost,runtime_s
synthetic,2025-08-01_rep00,2025-08-01,summer,GA (P=50),1,6.151440813791821,0.07944655418395996
synthetic,2025-08-01_rep00,2025-08-01,summer,GA (P=100),0,5.546997103044183,0.1580955982208252
synthetic,2025-08-01_rep00,2025-08-01,summer,GA (P=100),1,5.867277041441934,0.15952181816101074
synthetic,2025-08-01_rep00,2025-08-01,summer,PSO,0,9.886172556656536,0.05598115921020508
synthetic,2025-08-01_rep00,2025-08-01,summer,PSO,1,8.855318646537627,0.056382179260253906
synthetic,2025-08-01_rep00,2025-08-01,summer,GWO,0,5.703057217950481,0.11975646018981934
synthetic,2025-08-01_rep00,2025-08-01,summer,GWO,1,6.847184437521031,0.11981439590454102
synthetic,2025-08-01_rep00,2025-08-01,summer,Hybrid,0,7.413267266655284,0.06590604782104492
synthetic,2025-08-01_rep00,2025-08-01,summer,Hybrid,1,8.943592311718328,0.0664665699005127
synthetic,2025-08-22_rep00,2025-08-22,summer,GA (P=50),0,4.481115292512347,0.08037447929382324
synthetic,2025-08-22_rep00,2025-08-22,summer,GA (P=50),1,4.372659416589381,0.07976698875427246
synthetic,2025-08-22_rep00,2025-08-22,summer,GA (P=100),0,4.547067381221202,0.1600651741027832
synthetic,2025-08-22_rep00,2025-08-22,summer,GA (P=100),1,4.033786641120499,0.1596388816833496
synthetic,2025-08-22_rep00,2025-08-22,summer,PSO,0,6.156180213638301,0.056622982025146484
synthetic,2025-08-22_rep00,2025-08-22,summer,PSO,1,5.708554392001874,0.05653095245361328
synthetic,2025-08-22_rep00,2025-08-22,summer,GWO,0,5.275281941292637,0.12074470520019531
synthetic,2025-08-22_rep00,2025-08-22,summer,GWO,1,4.825108127783585,0.12068557739257812
synthetic,2025-08-22_rep00,2025-08-22,summer,Hybrid,0,6.100118432156742,0.06744027137756348
synthetic,2025-08-22_rep00,2025-08-22,summer,Hybrid,1,7.187637749661138,0.06748580932617188
synthetic,2025-09-01_rep00,2025-09-01,cloudy,GA (P=50),0,9.707263415069367,0.08048510551452637
synthetic,2025-09-01_rep00,2025-09-01,cloudy,GA (P=50),1,8.583582227591936,0.08086109161376953
synthetic,2025-09-01_rep00,2025-09-01,cloudy,GA (P=100),0,8.071740961616745,0.16134953498840332
synthetic,2025-09-01_rep00,2025-09-01,cloudy,GA (P=100),1,8.116382871412487,0.16181445121765137
synthetic,2025-09-01_rep00,2025-09-01,cloudy,PSO,0,12.121467086328641,0.05718064308166504
synthetic,2025-09-01_rep00,2025-09-01,cloudy,PSO,1,17.17346181089962,0.05696892738342285
synthetic,2025-09-01_rep00,2025-09-01,cloudy,GWO,0,10.125416895822037,0.12005853652954102
